Key,Faculty,Department,Program,Level,Degree,Course code,Course number,Title,Description,Metadata,Type,Website
FAS_836,FAS,Chemistry and Biochemistry,Chemistry,Undergraduate,Bachelor,CHEM,450,Research Project and Thesis ,,Laboratory/Clinics,Course-integrated,
FAS_927,FAS,School of Community and Public Affairs,Certificate in Immigration Studies,Undergraduate,Certificate,SCPA,482,"Field Project in Immigration, Migration and Diversity",,Case studies,Course-integrated,
FAS_928,FAS,School of Community and Public Affairs,School of Community and Public Affairs,Graduate,Graduate Diploma,SCPA,510,CED Field Project Part 1,,,Course-integrated,
FAS_837,FAS,Chemistry and Biochemistry,Chemistry,Undergraduate,Bachelor,CHEM,487,Capstone Seminar in Environmental Science ,,Laboratory/Clinics,Course-integrated,
FAS_0838,FAS,Chemistry and Biochemistry,Chemistry,Undergraduate,Bachelor,CHEM,333,Introduction to Quantum Theory,"he course introduces students to the concept of quantum mechanics and the electronic structure of atoms and molecules. Topics include the origins and postulates of quantum theory, the Schrödinger equation and applications to simple systems such as the harmonic oscillator, rigid rotor and the hydrogen atom. The course looks at the quantum mechanical treatment of the chemical bond and provides an introduction to spectroscopy.",,Course-integrated,
FAS_217,FAS,"Health, Kinesiology and Applied Physiology",Any program,Undergraduate,Bachelor,CATA,262,Emergency Care in Sport and Exercise,Laboratory,Laboratory/Clinics,Course-integrated,
FAS_218,FAS,"Health, Kinesiology and Applied Physiology",Athletic Therapy / Exercise Science / Clinical Exercise Physiology,Undergraduate,Bachelor,CATA,263,Principles of Athletic Therapy,Laboratory,Laboratory/Clinics,Course-integrated,
FAS_219,FAS,"Health, Kinesiology and Applied Physiology",Athletic Therapy,Undergraduate,Bachelor,CATA,337,Assessment of the Upper and Lower Extremities,Laboratory,Laboratory/Clinics,Course-integrated,
FAS_220,FAS,"Health, Kinesiology and Applied Physiology",Athletic Therapy,Undergraduate,Bachelor,CATA,339,Rehabilitation of the Upper and Lower Extremities,Laboratory,Laboratory/Clinics,Course-integrated,
FAS_221,FAS,"Health, Kinesiology and Applied Physiology",Athletic Therapy,Undergraduate,Bachelor,CATA,348,Therapeutic Modalities in Sports Medicine,Laboratory,Laboratory/Clinics,Course-integrated,
FAS_222,FAS,"Health, Kinesiology and Applied Physiology",Athletic Therapy,Undergraduate,Bachelor,CATA,437,"Assessment of the Hip, Spine and Pelvis",Laboratory,Laboratory/Clinics,Course-integrated,
FAS_223,FAS,"Health, Kinesiology and Applied Physiology",Athletic Therapy,Undergraduate,Bachelor,CATA,439,"Rehabilitation of the Hip, Spine and Pelvis",Laboratory,Laboratory/Clinics,Course-integrated,
FAS_224,FAS,"Health, Kinesiology and Applied Physiology",Athletic Therapy,Undergraduate,Bachelor,CATA,441,Concepts in Manual Therapy,Laboratory,Laboratory/Clinics,Course-integrated,
FAS_225,FAS,"Health, Kinesiology and Applied Physiology",Athletic Therapy,Undergraduate,Bachelor,CATA,462,Advanced Emergency Care,Laboratory,Laboratory/Clinics,Course-integrated,
FAS_860,FAS,"Health, Kinesiology and Applied Physiology",Athletic Therapy,Undergraduate,Bachelor,CATA,365,Athletic Therapy Field Internship I ,Internship,,Course-integrated,
FAS_861,FAS,"Health, Kinesiology and Applied Physiology",Athletic Therapy,Undergraduate,Bachelor,CATA,475,Athletic Therapy Clinical Internship I,Internship,,Course-integrated,
FAS_862,FAS,"Health, Kinesiology and Applied Physiology",Athletic Therapy,Undergraduate,Bachelor,CATA,485,Athletic Therapy Field Internship II,Internship,,Course-integrated,
FAS_863,FAS,"Health, Kinesiology and Applied Physiology",Athletic Therapy,Undergraduate,Bachelor,CATA,495,Athletic Therapy Clinical Internship II,Internship,,Course-integrated,
FAS_31,FAS,Biology,Any program,Undergraduate,Bachelor,BIOL,201,Introductory Biology,Laboratory,Laboratory/Clinics,Course-integrated,
FAS_33,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,227,Laboratory Studies in Biodiversity,Laboratory,Laboratory/Clinics,Course-integrated,
FAS_36,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,322,Biostatistics,Laboratory,Laboratory/Clinics,Course-integrated,
FAS_37,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,330,Vertebrate Biology,Laboratory,Laboratory/Clinics,Course-integrated,
FAS_38,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,337,Invertebrate Biology,Laboratory,Laboratory/Clinics,Course-integrated,
FAS_39,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,340,Plant Biology,Laboratory,Laboratory/Clinics,Course-integrated,
FAS_40,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,351,Basic Population Ecology,Computer lab,Laboratory/Clinics,Course-integrated,
FAS_43,FAS,Biology,Biochemistry/Biology/Cell Mol Biol/SIB,Undergraduate,Bachelor,BIOL,368,Genetics and Cell Biology Laboratory,Laboratory,Laboratory/Clinics,Course-integrated,
FAS_44,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,382,Comparative Animal Physiology,Laboratory,Laboratory/Clinics,Course-integrated,
FAS_45,FAS,Biology,Biology/Ecology/ESS,Undergraduate,Bachelor,BIOL,450,Techniques in Ecology,Laboratory,Laboratory/Clinics,Course-integrated,
FAS_46,FAS,Biology,Biology/Ecology/ESS,Undergraduate,Bachelor,BIOL,451,Field Ecology,2 weeks of fieldwork in a research station ,Practica;Real-world project/assignment,Course-integrated;Research-based;,
FAS_49,FAS,Biology,Biochemistry/Biology/Cell Mol Biol/SIB,Undergraduate,Bachelor,BIOL,466,Advanced Techniques in Molecular Biology,Laboratory,Laboratory/Clinics,Course-integrated,
FAS_50,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS/SIB,Undergraduate,Bachelor,BIOL,486,High-throughput Instrumentation,Real-world project/assignment,Real-world project/assignment,Course-integrated,
FAS_820,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,398,Intermediate Topics in Biology: Ecology of Urban Environments,Field work,Hands-on workshops,Course-integrated,
FAS_821,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,422,Advanced Statistics in Biological Science,Computer lab,Laboratory/Clinics,Course-integrated,
FAS_822,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,423,Scientific Communication,Workshops,Hands-on workshops,Course-integrated,
FAS_823,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS/SIB/HLS,Undergraduate,Bachelor,BIOL,480,Bioinformatics,Computer lab,Laboratory/Clinics,Course-integrated,
FAS_824,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS/SIB,Undergraduate,Bachelor,BIOL,490,Independent Study,Research project,Case studies,Course-integrated;Research-based;,
FAS_825,FAS,Biology,Biology/Ecology/Cell Mol Biol/ESS,Undergraduate,Bachelor,BIOL,498,Internship In Tropical Biology,Internship field work in tropical environment/seminar,Practica,Course-integrated;Work-integrated;,
FAS_395,FAS,Sociology and Anthropology,Anthropology / Anthropology and Sociology,Undergraduate,Bachelor,ANTH,315,Field Research,"Field, practice",,Course-integrated,
FAS_0396,FAS,Sociology and Anthropology,Anthropology / Anthropology and Sociology,Undergraduate,Bachelor,ANTH,450,Social Economy & Sustainable Futures,Community Service Learning & Group project,Real-world project/assignment,Course-integrated;Community-based;,
FAS_1,FAS,Applied Human Sciences,Any program,Undergraduate,Bachelor / Certificate,AHSC,225,Self-Managed Learning,"Enables students to create clear personal visions, set relevant learning goals, create, organize related activities, & assess their progress",Laboratory/Clinics;Case studies,Course-integrated,
FAS_2,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,AHSC,232,Working in Task Groups,Opportunities to integrate the theory they learn with their experiences in a task group,Laboratory/Clinics;Case studies,Course-integrated,
FAS_972,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,AHSC,260,"Program Planning, design & evaluation",Opportunities to integrate the theory they learn with their experiences in a task group,,Course-integrated,
FAS_3,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,AHSC,322,Fundamentals of Child‑ and Youth‑Care Work,Simulations,Simulations,Course-integrated,
FAS_4,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,AHSC,332,Organization Development 1,Learn the phases and skills of OD consulting by participating in several workplace simulations,,Course-integrated;Community-based;,
FAS_610,FAS,Applied Human Sciences,Leisure Sciences/ Therapeutic Recreation,Undergraduate,Bachelor,AHSC,350,Leisure Education,The development and implementation of leisure education with children in the BASE after school program,,Course-integrated;Community-based;,
FAS_5,FAS,Applied Human Sciences,Leisure Sciences / Therapeutic Recreation,Undergraduate,Bachelor,AHSC,360,"Play, Adult Learning and Development",Design and implement play based simulations appropriate for various levels according to life stage development. Moot programs in class with peer groups,Games/Role-playing;Simulations,Course-integrated,
FAS_6,FAS,Applied Human Sciences,Leisure Sciences / Therapeutic Recreation,Undergraduate,Bachelor,AHSC,361,Leisure Services Leadership,Experiential learning through simulation with peers and off campus retreat,,Course-integrated;Community-based;,
FAS_611,FAS,Applied Human Sciences,Leisure Sciences,Undergraduate,Bachelor,AHSC,371,Community Recreation Planning,"Practical experience, field experience, project planning ",,Course-integrated;Community-based;,
FAS_612,FAS,Applied Human Sciences,Therapeutic Recreation,Undergraduate,Bachelor,AHSC,384,Therapeutic Recreation: Cognitive Disabilities and Illness,Volunteer placements - students are actively involved in assisting with recreation and leisure programs at community organizations; Living Library component – a method of informal education involving students as ‘readers’ who engage in conversations with ‘living books’ (individuals with mental illness),Practica,Course-integrated;Community-based;,
FAS_7,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,AHSC,410,Advanced Youth Work Intervention,Simulations,Simulations,Course-integrated,
FAS_673,FAS,Applied Human Sciences,Any program,Any level,Any degree,,,Applied Human Sciences Student Association,"The student association introduces a range of career opportunities, increases contacts within the different fields, including keeping in contact with graduates and keeps members up to date with research and studies.",,Student life,
FAS_8,FAS,Applied Human Sciences,Leisure Sciences / Therapeutic Recreation,Undergraduate,Bachelor,AHSC,422,Youth and Leisure,Laboratory,,Course-integrated;Community-based;,
FAS_974,FAS,Études françaises,Traduction,Graduate,Master,FRAA,623,Rédaction avancée,compétences (rédactionnelles),,Course-integrated,
FAS_9,FAS,Applied Human Sciences,Human Relations / Community Service,Undergraduate,Bachelor / Certificate,AHSC,425,Organization Development II,"Experiential approaches, in-class applications",,Course-integrated,
FAS_613,FAS,Applied Human Sciences,Therapeutic Recreation,Undergraduate,Bachelor,AHSC,432,Seminar in Therapeutic Recreation,Students use their knowledge of TR and the various skills and interests of the class to design a community project for the benefit of the community,,Course-integrated;Community-based;,
FAS_10,FAS,Applied Human Sciences,Human Relations / Family Life Education,Undergraduate,Bachelor / Certificate,AHSC,435,Fieldwork Practice,"Fieldwork, lead one small task or learning group in a community, an organizational or an institutional setting",Practica,Course-integrated;Work-integrated;Community-based,
FAS_404,FAS,Applied Human Sciences,Human Relations,Undergraduate,Bachelor,AHSC,436,Internship in Youth and Family Work,"360-hour internship, supervised placement implementing family life education programs in such settings as community organizations, education, and health care",,Course-integrated;Work-integrated;Community-based,
